Index,"Region, development group, country or area of destination",Notes of destination,Location code of destination,Type of data of destination,"Region, development group, country or area of origin",Location code of origin,1990,1995,2000,2005,2010,2015,2020
23031,   Saint Lucia,,662,B R,  Eastern and South-Eastern Asia,1832,52,61,96,102,102,95,86
23032,   Saint Lucia,,662,B R,  Latin America and the Caribbean,1830, 2 566, 3 410, 4 745, 5 415, 5 657, 5 410, 5 180
23033,   Saint Lucia,,662,B R,  Oceania (excluding Australia and New Zealand),1835,..,..,..,..,..,..,..
23034,   Saint Lucia,,662,B R,  Australia and New Zealand,927,8,9,14,14,15,13,10
23035,   Saint Lucia,,662,B R,  Europe and Northern America,1829,895, 1 195, 1 657, 2 008, 2 201, 2 102, 2 012
23036,   Saint Lucia,,662,B R,  Developed regions,901,914, 1 218, 1 691, 2 038, 2 227, 2 125, 2 030
23037,   Saint Lucia,,662,B R,  Less developed regions,902, 2 703, 3 580, 4 996, 5 836, 6 224, 5 946, 5 686
23038,   Saint Lucia,,662,B R," Less developed regions, excluding least developed countries",934, 2 686, 3 563, 4 964, 5 805, 6 195, 5 920, 5 664
23039,   Saint Lucia,,662,B R," Less developed regions, excluding China",948, 2 682, 3 553, 4 958, 5 788, 6 169, 5 894, 5 637
23040,   Saint Lucia,,662,B R,  Least developed countries,941,17,17,32,31,29,26,22
23041,   Saint Lucia,,662,B R,  Land-locked Developing Countries (LLDC),1636,3,2,5,3,3,2,..
23042,   Saint Lucia,,662,B R,  Small island developing States (SIDS),1637, 2 392, 3 178, 4 423, 5 137, 5 440, 5 205, 4 990
23043,   Saint Lucia,,662,B R,  High-income countries,1503, 1 760, 2 323, 3 256, 3 595, 3 671, 3 502, 3 335
23044,   Saint Lucia,,662,B R,  Middle-income countries,1517, 1 454, 1 940, 2 687, 3 539, 4 093, 3 917, 3 767
23045,   Saint Lucia,,662,B R, Upper-middle-income countries,1502, 1 366, 1 831, 2 527, 3 277, 3 745, 3 587, 3 451
23046,   Saint Lucia,,662,B R, Lower-middle-income countries,1501,88,109,160,262,348,330,316
23047,   Saint Lucia,,662,B R,  Low-income countries,1500,29,33,54,117,173,163,152
23048,   Saint Lucia,,662,B R, AFRICA,903,23,27,41,72,101,94,84
23049,   Saint Lucia,,662,B R,  Eastern Africa,910,3,2,5,3,3,2,..
23050,   Saint Lucia,,662,B R,  Middle Africa,911,..,..,..,..,..,..,..
23051,   Saint Lucia,,662,B R,  Northern Africa,912,..,..,..,..,..,..,..
23052,   Saint Lucia,,662,B R,  Southern Africa,913,4,5,8,7,6,5,3
23053,   Saint Lucia,,662,B R,  Western Africa,914,16,20,28,62,92,87,81
23054,   Saint Lucia,,662,B R, ASIA,935,125,157,230,365,477,452,430
23055,   Saint Lucia,,662,B R,  Central Asia,5500,..,..,..,..,..,..,..
23056,   Saint Lucia,,662,B R,  Eastern Asia,906,32,41,58,64,66,62,57
23057,   Saint Lucia,,662,B R,  South-Eastern Asia,920,20,20,38,38,36,33,29
23058,   Saint Lucia,,662,B R,  Southern Asia,5501,57,75,104,173,231,220,214
23059,   Saint Lucia,,662,B R,  Western Asia,922,16,21,30,90,144,137,130
23060,   Saint Lucia,,662,B R, EUROPE,908,509,677,944, 1 015, 1 013,966,916
23061,   Saint Lucia,,662,B R,  Eastern Europe,923,..,..,..,..,..,..,..
23062,   Saint Lucia,,662,B R,  Northern Europe,924,415,557,770,839,844,808,774
23063,   Saint Lucia,,662,B R,  Southern Europe,925,7,9,13,14,15,14,12
23064,   Saint Lucia,,662,B R,  Western Europe,926,87,111,161,162,154,144,130
23065,   Saint Lucia,,662,B R, LATIN AMERICA AND THE CARIBBEAN,904, 2 566, 3 410, 4 745, 5 415, 5 657, 5 410, 5 180
23066,   Saint Lucia,,662,B R,  Caribbean,915, 1 549, 2 043, 2 862, 3 109, 3 139, 2 996, 2 859
23067,   Saint Lucia,,662,B R,  Central America,916,19,23,35,34,32,28,22
23068,   Saint Lucia,,662,B R,  South America,931,998, 1 344, 1 848, 2 272, 2 486, 2 386, 2 299
23069,   Saint Lucia,,662,B R, NORTHERN AMERICA,905,386,518,713,993, 1 188, 1 136, 1 096
23070,   Saint Lucia,,662,B R, OCEANIA ,909,8,9,14,14,15,13,10
23071,   Saint Lucia,,662,B R,  Australia and New Zealand,927,8,9,14,14,15,13,10
23072,   Saint Lucia,,662,B R,  Melanesia,928,..,..,..,..,..,..,..
23073,   Saint Lucia,,662,B R,  Micronesia,954,..,..,..,..,..,..,..
23074,   Saint Lucia,,662,B R,  Polynesia*,957,..,..,..,..,..,..,..
23075,   Saint Lucia,,662,B R,   Antigua and Barbuda,28,49,65,90,95,94,90,85
23076,   Saint Lucia,,662,B R,   Australia*,36,7,9,13,13,13,12,10
23077,   Saint Lucia,,662,B R,   Austria,40,6,8,11,11,11,10,8
23078,   Saint Lucia,,662,B R,   Bahamas,44,6,7,10,11,12,11,9
23079,   Saint Lucia,,662,B R,   Barbados,52,324,437,600,540,440,421,403
23080,   Saint Lucia,,662,B R,   Belgium,56,5,5,10,10,10,9,7
23081,   Saint Lucia,,662,B R,   Bermuda*,60,3,3,5,4,3,2,..
23082,   Saint Lucia,,662,B R,   Brazil,76,5,6,9,9,9,8,6
23083,   Saint Lucia,,662,B R,   Belize,84,1,..,1,1,1,..,..
23084,   Saint Lucia,,662,B R,   British Virgin Islands*,92,2,2,4,6,9,8,6
23085,   Saint Lucia,,662,B R,   Canada,124,107,143,197,247,269,257,245
23086,   Saint Lucia,,662,B R,   Cayman Islands*,136,2,2,4,7,11,10,8
23087,   Saint Lucia,,662,B R,   China*,156,21,27,38,48,55,52,49
23088,   Saint Lucia,,662,B R,   Cuba,192,10,13,18,54,87,83,79
23089,   Saint Lucia,,662,B R,   Dominica,212,96,129,177,234,273,261,249
23090,   Saint Lucia,,662,B R,   Dominican Republic,214,20,26,37,40,40,38,35
23091,   Saint Lucia,,662,B R,   Ethiopia,231,2,2,4,3,3,2,..
23092,   Saint Lucia,,662,B R,   France*,250,31,41,57,59,57,54,51
23093,   Saint Lucia,,662,B R,   French Guiana*,254,127,171,235,199,149,142,135
23094,   Saint Lucia,,662,B R,   Germany,276,31,41,57,57,53,50,47
23095,   Saint Lucia,,662,B R,   Ghana,288,10,13,18,19,19,18,16
23096,   Saint Lucia,,662,B R,   Grenada,308,67,90,124,156,176,168,160
23097,   Saint Lucia,,662,B R,   Guadeloupe*,312,19,25,34,32,29,27,25
23098,   Saint Lucia,,662,B R,   Guatemala,320,2,2,4,4,4,3,1
23099,   Saint Lucia,,662,B R,   Guyana,328,821, 1 108, 1 522, 1 994, 2 274, 2 185, 2 111
23100,   Saint Lucia,,662,B R,   Haiti,332,15,15,28,28,26,24,22
23101,   Saint Lucia,,662,B R,   India,356,49,65,90,165,228,218,214
23102,   Saint Lucia,,662,B R,   Ireland,372,10,10,19,19,18,17,15
23103,   Saint Lucia,,662,B R,   Italy,380,7,9,13,14,15,14,12
23104,   Saint Lucia,,662,B R,   Jamaica,388,78,105,144,286,407,390,373
23105,   Saint Lucia,,662,B R,   Japan,392,11,14,20,16,11,10,8
23106,   Saint Lucia,,662,B R,   Lebanon,422,4,5,8,4,..,..,..
23107,   Saint Lucia,,662,B R,   Malaysia*,458,6,6,11,11,11,10,8
23108,   Saint Lucia,,662,B R,   Martinique*,474,198,267,367,345,298,285,272
23109,   Saint Lucia,,662,B R,   Mexico,484,4,5,8,14,19,18,16
23110,   Saint Lucia,,662,B R,   Montserrat*,500,14,18,25,29,32,30,27
23111,   Saint Lucia,,662,B R,   Netherlands*,528,9,11,16,15,13,12,10
23112,   Saint Lucia,,662,B R,   Cura?ao*,531,50,50,94,94,87,83,79
23113,   Saint Lucia,,662,B R,   Aruba*,533,8,10,14,23,31,29,27
23114,   Saint Lucia,,662,B R,   Sint Maarten (Dutch part)*,534,33,33,62,61,57,54,51
23115,   Saint Lucia,,662,B R,   New Zealand*,554,1,..,1,1,2,1,..
23116,   Saint Lucia,,662,B R,   Nigeria,566,6,7,10,43,73,69,65
23117,   Saint Lucia,,662,B R,   Pakistan,586,8,10,14,8,3,2,..
23118,   Saint Lucia,,662,B R,   Panama,591,12,16,22,15,8,7,5
23119,   Saint Lucia,,662,B R,   Philippines,608,14,14,27,27,25,23,21
23120,   Saint Lucia,,662,B R,   Puerto Rico*,630,7,9,13,11,9,8,6
23121,   Saint Lucia,,662,B R,   Saint Kitts and Nevis,659,19,25,34,37,38,36,33
23122,   Saint Lucia,,662,B R,   Anguilla*,660,16,21,29,18,6,5,3
23123,   Saint Lucia,,662,B R,   Saint Vincent and the Grenadines,670,182,245,336,345,329,315,314
23124,   Saint Lucia,,662,B R,   South Africa,710,4,5,8,7,6,5,3
23125,   Saint Lucia,,662,B R,   Zimbabwe,716,1,..,1,..,..,..,..
23126,   Saint Lucia,,662,B R,   Suriname,740,18,24,33,29,23,22,20
23127,   Saint Lucia,,662,B R,   Switzerland,756,5,5,10,10,10,9,7
23128,   Saint Lucia,,662,B R,   Syrian Arab Republic,760,12,16,22,86,144,137,130
23129,   Saint Lucia,,662,B R,   Trinidad and Tobago,780,325,438,602,598,549,526,504
23130,   Saint Lucia,,662,B R,   United Kingdom*,826,405,547,751,820,826,791,759
23131,   Saint Lucia,,662,B R,   United States of America*,840,276,372,511,742,916,877,851
23132,   Saint Lucia,,662,B R,   United States Virgin Islands*,850,9,11,16,59,99,94,89
23133,   Saint Lucia,,662,B R,   Venezuela (Bolivarian Republic of),862,27,35,49,41,31,29,27
23134,   Saint Lucia,,662,B R,Other,2003, 1 688, 2 357, 3 184, 1 965,599,602,622
23135,   Saint Martin (French part)*,,663,,WORLD,900,..,..,..,..,..,..,..
23136,   Saint Martin (French part)*,,663,,  Sub-Saharan Africa,947,..,..,..,..,..,..,..
23137,   Saint Martin (French part)*,,663,,  Northern Africa and Western Asia,1833,..,..,..,..,..,..,..
23138,   Saint Martin (French part)*,,663,,  Central and Southern Asia,921,..,..,..,..,..,..,..
23139,   Saint Martin (French part)*,,663,,  Eastern and South-Eastern Asia,1832,..,..,..,..,..,..,..
23140,   Saint Martin (French part)*,,663,,  Latin America and the Caribbean,1830,..,..,..,..,..,..,..
23141,   Saint Martin (French part)*,,663,,  Oceania (excluding Australia and New Zealand),1835,..,..,..,..,..,..,..
23142,   Saint Martin (French part)*,,663,,  Australia and New Zealand,927,..,..,..,..,..,..,..
23143,   Saint Martin (French part)*,,663,,  Europe and Northern America,1829,..,..,..,..,..,..,..
23144,   Saint Martin (French part)*,,663,,  Developed regions,901,..,..,..,..,..,..,..
23145,   Saint Martin (French part)*,,663,,  Less developed regions,902,..,..,..,..,..,..,..
23146,   Saint Martin (French part)*,,663,," Less developed regions, excluding least developed countries",934,..,..,..,..,..,..,..
23147,   Saint Martin (French part)*,,663,," Less developed regions, excluding China",948,..,..,..,..,..,..,..
23148,   Saint Martin (French part)*,,663,,  Least developed countries,941,..,..,..,..,..,..,..
23149,   Saint Martin (French part)*,,663,,  Land-locked Developing Countries (LLDC),1636,..,..,..,..,..,..,..
23150,   Saint Martin (French part)*,,663,,  Small island developing States (SIDS),1637,..,..,..,..,..,..,..
23151,   Saint Martin (French part)*,,663,,  High-income countries,1503,..,..,..,..,..,..,..
23152,   Saint Martin (French part)*,,663,,  Middle-income countries,1517,..,..,..,..,..,..,..
23153,   Saint Martin (French part)*,,663,, Upper-middle-income countries,1502,..,..,..,..,..,..,..
23154,   Saint Martin (French part)*,,663,, Lower-middle-income countries,1501,..,..,..,..,..,..,..
23155,   Saint Martin (French part)*,,663,,  Low-income countries,1500,..,..,..,..,..,..,..
23156,   Saint Martin (French part)*,,663,, AFRICA,903,..,..,..,..,..,..,..
23157,   Saint Martin (French part)*,,663,,  Eastern Africa,910,..,..,..,..,..,..,..
23158,   Saint Martin (French part)*,,663,,  Middle Africa,911,..,..,..,..,..,..,..
23159,   Saint Martin (French part)*,,663,,  Northern Africa,912,..,..,..,..,..,..,..
23160,   Saint Martin (French part)*,,663,,  Southern Africa,913,..,..,..,..,..,..,..
23161,   Saint Martin (French part)*,,663,,  Western Africa,914,..,..,..,..,..,..,..
23162,   Saint Martin (French part)*,,663,, ASIA,935,..,..,..,..,..,..,..
23163,   Saint Martin (French part)*,,663,,  Central Asia,5500,..,..,..,..,..,..,..
23164,   Saint Martin (French part)*,,663,,  Eastern Asia,906,..,..,..,..,..,..,..
23165,   Saint Martin (French part)*,,663,,  South-Eastern Asia,920,..,..,..,..,..,..,..
23166,   Saint Martin (French part)*,,663,,  Southern Asia,5501,..,..,..,..,..,..,..
23167,   Saint Martin (French part)*,,663,,  Western Asia,922,..,..,..,..,..,..,..
23168,   Saint Martin (French part)*,,663,, EUROPE,908,..,..,..,..,..,..,..
23169,   Saint Martin (French part)*,,663,,  Eastern Europe,923,..,..,..,..,..,..,..
23170,   Saint Martin (French part)*,,663,,  Northern Europe,924,..,..,..,..,..,..,..
23171,   Saint Martin (French part)*,,663,,  Southern Europe,925,..,..,..,..,..,..,..
23172,   Saint Martin (French part)*,,663,,  Western Europe,926,..,..,..,..,..,..,..
23173,   Saint Martin (French part)*,,663,, LATIN AMERICA AND THE CARIBBEAN,904,..,..,..,..,..,..,..
23174,   Saint Martin (French part)*,,663,,  Caribbean,915,..,..,..,..,..,..,..
23175,   Saint Martin (French part)*,,663,,  Central America,916,..,..,..,..,..,..,..
23176,   Saint Martin (French part)*,,663,,  South America,931,..,..,..,..,..,..,..
23177,   Saint Martin (French part)*,,663,, NORTHERN AMERICA,905,..,..,..,..,..,..,..
23178,   Saint Martin (French part)*,,663,, OCEANIA ,909,..,..,..,..,..,..,..
23179,   Saint Martin (French part)*,,663,,  Australia and New Zealand,927,..,..,..,..,..,..,..
23180,   Saint Martin (French part)*,,663,,  Melanesia,928,..,..,..,..,..,..,..
23181,   Saint Martin (French part)*,,663,,  Micronesia,954,..,..,..,..,..,..,..
23182,   Saint Martin (French part)*,,663,,  Polynesia*,957,..,..,..,..,..,..,..
23183,   Saint Vincent and the Grenadines,,670,B R,WORLD,900, 3 970, 4 135, 4 307, 4 436, 4 569, 4 637, 4 738
23184,   Saint Vincent and the Grenadines,,670,B R,  Sub-Saharan Africa,947,..,..,..,..,..,..,..
23185,   Saint Vincent and the Grenadines,,670,B R,  Northern Africa and Western Asia,1833,..,..,..,..,..,..,..
23186,   Saint Vincent and the Grenadines,,670,B R,  Central and Southern Asia,921,..,..,..,..,..,..,..
23187,   Saint Vincent and the Grenadines,,670,B R,  Eastern and South-Eastern Asia,1832,..,..,..,..,..,..,..
23188,   Saint Vincent and the Grenadines,,670,B R,  Latin America and the Caribbean,1830, 2 602, 2 704, 2 816, 2 899, 2 981, 3 027, 3 081
23189,   Saint Vincent and the Grenadines,,670,B R,  Oceania (excluding Australia and New Zealand),1835,..,..,..,..,..,..,..
23190,   Saint Vincent and the Grenadines,,670,B R,  Australia and New Zealand,927,..,..,..,..,..,..,..
23191,   Saint Vincent and the Grenadines,,670,B R,  Europe and Northern America,1829, 1 116, 1 170, 1 220, 1 256, 1 301, 1 319, 1 348
23192,   Saint Vincent and the Grenadines,,670,B R,  Developed regions,901, 1 116, 1 170, 1 220, 1 256, 1 301, 1 319, 1 348
23193,   Saint Vincent and the Grenadines,,670,B R,  Less developed regions,902, 2 602, 2 704, 2 816, 2 899, 2 981, 3 027, 3 081
23194,   Saint Vincent and the Grenadines,,670,B R," Less developed regions, excluding least developed countries",934, 2 602, 2 704, 2 816, 2 899, 2 981, 3 027, 3 081
23195,   Saint Vincent and the Grenadines,,670,B R," Less developed regions, excluding China",948, 2 602, 2 704, 2 816, 2 899, 2 981, 3 027, 3 081
23196,   Saint Vincent and the Grenadines,,670,B R,  Least developed countries,941,..,..,..,..,..,..,..
23197,   Saint Vincent and the Grenadines,,670,B R,  Land-locked Developing Countries (LLDC),1636,..,..,..,..,..,..,..
23198,   Saint Vincent and the Grenadines,,670,B R,  Small island developing States (SIDS),1637, 2 427, 2 522, 2 627, 2 706, 2 783, 2 826, 2 879
23199,   Saint Vincent and the Grenadines,,670,B R,  High-income countries,1503, 2 563, 2 674, 2 789, 2 870, 2 965, 3 007, 3 076
23200,   Saint Vincent and the Grenadines,,670,B R,  Middle-income countries,1517,980, 1 018, 1 058, 1 092, 1 119, 1 138, 1 151
23201,   Saint Vincent and the Grenadines,,670,B R, Upper-middle-income countries,1502,980, 1 018, 1 058, 1 092, 1 119, 1 138, 1 151
23202,   Saint Vincent and the Grenadines,,670,B R, Lower-middle-income countries,1501,..,..,..,..,..,..,..
23203,   Saint Vincent and the Grenadines,,670,B R,  Low-income countries,1500,..,..,..,..,..,..,..
23204,   Saint Vincent and the Grenadines,,670,B R, AFRICA,903,..,..,..,..,..,..,..
23205,   Saint Vincent and the Grenadines,,670,B R,  Eastern Africa,910,..,..,..,..,..,..,..
23206,   Saint Vincent and the Grenadines,,670,B R,  Middle Africa,911,..,..,..,..,..,..,..
23207,   Saint Vincent and the Grenadines,,670,B R,  Northern Africa,912,..,..,..,..,..,..,..
23208,   Saint Vincent and the Grenadines,,670,B R,  Southern Africa,913,..,..,..,..,..,..,..
23209,   Saint Vincent and the Grenadines,,670,B R,  Western Africa,914,..,..,..,..,..,..,..
23210,   Saint Vincent and the Grenadines,,670,B R, ASIA,935,..,..,..,..,..,..,..
23211,   Saint Vincent and the Grenadines,,670,B R,  Central Asia,5500,..,..,..,..,..,..,..
23212,   Saint Vincent and the Grenadines,,670,B R,  Eastern Asia,906,..,..,..,..,..,..,..
23213,   Saint Vincent and the Grenadines,,670,B R,  South-Eastern Asia,920,..,..,..,..,..,..,..
23214,   Saint Vincent and the Grenadines,,670,B R,  Southern Asia,5501,..,..,..,..,..,..,..
23215,   Saint Vincent and the Grenadines,,670,B R,  Western Asia,922,..,..,..,..,..,..,..
23216,   Saint Vincent and the Grenadines,,670,B R, EUROPE,908,682,719,748,770,798,805,829
23217,   Saint Vincent and the Grenadines,,670,B R,  Eastern Europe,923,..,..,..,..,..,..,..
23218,   Saint Vincent and the Grenadines,,670,B R,  Northern Europe,924,682,719,748,770,798,805,829
23219,   Saint Vincent and the Grenadines,,670,B R,  Southern Europe,925,..,..,..,..,..,..,..
23220,   Saint Vincent and the Grenadines,,670,B R,  Western Europe,926,..,..,..,..,..,..,..
23221,   Saint Vincent and the Grenadines,,670,B R, LATIN AMERICA AND THE CARIBBEAN,904, 2 602, 2 704, 2 816, 2 899, 2 981, 3 027, 3 081
23222,   Saint Vincent and the Grenadines,,670,B R,  Caribbean,915, 2 393, 2 487, 2 590, 2 663, 2 739, 2 781, 2 832
23223,   Saint Vincent and the Grenadines,,670,B R,  Central America,916,..,..,..,..,..,..,..
23224,   Saint Vincent and the Grenadines,,670,B R,  South America,931,209,217,226,236,242,246,249
23225,   Saint Vincent and the Grenadines,,670,B R, NORTHERN AMERICA,905,434,451,472,486,503,514,519
23226,   Saint Vincent and the Grenadines,,670,B R, OCEANIA ,909,..,..,..,..,..,..,..
23227,   Saint Vincent and the Grenadines,,670,B R,  Australia and New Zealand,927,..,..,..,..,..,..,..
23228,   Saint Vincent and the Grenadines,,670,B R,  Melanesia,928,..,..,..,..,..,..,..
23229,   Saint Vincent and the Grenadines,,670,B R,  Micronesia,954,..,..,..,..,..,..,..
23230,   Saint Vincent and the Grenadines,,670,B R,  Polynesia*,957,..,..,..,..,..,..,..
23231,   Saint Vincent and the Grenadines,,670,B R,   Antigua and Barbuda,28,51,53,55,56,58,58,56
23232,   Saint Vincent and the Grenadines,,670,B R,   Barbados,52,303,315,328,339,346,351,355
23233,   Saint Vincent and the Grenadines,,670,B R,   Canada,124,143,148,154,158,166,172,173
23234,   Saint Vincent and the Grenadines,,670,B R,   Dominica,212,75,78,81,82,84,87,86
23235,   Saint Vincent and the Grenadines,,670,B R,   Grenada,308,377,392,408,422,431,439,450
23236,   Saint Vincent and the Grenadines,,670,B R,   Guyana,328,209,217,226,236,242,246,249
23237,   Saint Vincent and the Grenadines,,670,B R,   Jamaica,388,111,115,119,122,125,126,125
23238,   Saint Vincent and the Grenadines,,670,B R,   Cura?ao*,531,134,139,144,147,150,152,152
23239,   Saint Vincent and the Grenadines,,670,B R,   Sint Maarten (Dutch part)*,534,87,90,98,100,105,112,117
23240,   Saint Vincent and the Grenadines,,670,B R,"   Bonaire, Sint Eustatius and Saba*",535,175,182,189,193,198,201,202
23241,   Saint Vincent and the Grenadines,,670,B R,   Saint Kitts and Nevis,659,35,36,37,37,39,39,37
23242,   Saint Vincent and the Grenadines,,670,B R,   Saint Lucia,662,208,216,224,230,237,240,241
23243,   Saint Vincent and the Grenadines,,670,B R,   Trinidad and Tobago,780,837,871,907,935,966,976, 1 011
23244,   Saint Vincent and the Grenadines,,670,B R,   United Kingdom*,826,682,719,748,770,798,805,829
23245,   Saint Vincent and the Grenadines,,670,B R,   United States of America*,840,291,303,318,328,337,342,346
23246,   Saint Vincent and the Grenadines,,670,B R,Other,2003,252,261,271,281,287,291,309
23247,   Sint Maarten (Dutch part)*,25,534,B R,WORLD,900,..,..,.., 13 099, 26 203, 27 295, 28 845
23248,   Sint Maarten (Dutch part)*,25,534,B R,  Sub-Saharan Africa,947,..,..,..,..,..,..,..
23249,   Sint Maarten (Dutch part)*,25,534,B R,  Northern Africa and Western Asia,1833,..,..,..,154,308,321,338
23250,   Sint Maarten (Dutch part)*,25,534,B R,  Central and Southern Asia,921,..,..,..,411,801,834,880
23251,   Sint Maarten (Dutch part)*,25,534,B R,  Eastern and South-Eastern Asia,1832,..,..,..,111,224,234,245
23252,   Sint Maarten (Dutch part)*,25,534,B R,  Latin America and the Caribbean,1830,..,..,.., 10 722, 21 457, 22 355, 23 602
23253,   Sint Maarten (Dutch part)*,25,534,B R,  Oceania (excluding Australia and New Zealand),1835,..,..,..,..,..,..,..
